#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
_id,ltable.id,rtable.id,ltable.title,rtable.title,ltable.authors,rtable.authors,ltable.venue,rtable.venue,ltable.year,rtable.year,gold
358,journals/sigmod/SnodgrassGIMSU98,290599,Reminiscences on Influential Papers,Reminiscences on influential papers,"Hector Garcia-Molina, Patricia G. Selinger, Tomasz Imielinski, David Maier, Jeffrey D. Ullman, Richard T. Snodgrass",Richard Snodgrass,SIGMOD Record,ACM SIGMOD Record,1998,1998,0
359,journals/sigmod/SureSS02,637414,Methodology for Development of Ontology Based Knowledge Management Applications,Methodology for development and employment of ontology based knowledge management applications,"Steffen Staab, Rudi Studer, York Sure","York Sure, Steffen Staab, Rudi Studer",SIGMOD Record,ACM SIGMOD Record,2002,2002,1
360,journals/sigmod/TanakaV01,767143,The Ecobase Project: Database and Web Technologies for Environmental Information Systems,PicoDBMS: Scaling down database techniques for the smartcard,"Asterio K. Tanaka, Patrick Valduriez","Philippe Pucheral, Luc Bouganim, Patrick Valduriez, Christophe Bobineau",SIGMOD Record,The VLDB Journal  The International Journal on Very Large Data Bases,2001,2001,0
361,journals/sigmod/TaninBS96,245891,Incremental data Structures and Algorithms for Dynamic Query Interfaces,Incremental data structures and algorithms for dynamic query interfaces,"Ben Shneiderman, Richard Beigel, Egemen Tanin","Egemen Tanin, Richard Beigel, Ben Shneiderman",SIGMOD Record,ACM SIGMOD Record,1996,1996,1
362,journals/sigmod/TianDCZ02,672966,The Design and Performance Evaluation of Alternative XML Storage Strategies,An Empirical Performance Study of the Ingres Search Accelerator for a Large Property Management Database System,"David J. DeWitt, Jianjun Chen, Chun Zhang, Feng Tian","Sarabjot S. Anand, David A. Bell, John G. Hughes",SIGMOD Record,Very Large Data Bases,2002,1994,0
363,journals/sigmod/Vassilakis00,344803,An Optimisation Scheme for Coalesce/Valid Time Selection Operator Sequences,An optimisation scheme for coalesce/valid time selection operator sequences,Costas Vassilakis,Costas Vassilakis,SIGMOD Record,ACM SIGMOD Record,2000,2000,1
364,journals/sigmod/VelACM01,604272,Mining Email Content for Author Identification Forensics,Mining e-mail content for author identification forensics,"George M. Mohay, M. Corney, A. Anderson, Olivier Vel","O. de Vel, A. Anderson, M. Corney, G. Mohay",SIGMOD Record,ACM SIGMOD Record,2001,2001,1
365,journals/sigmod/Wade96,381895,Object Query Standards,Object query standards,Andrew E. Wade,Andrew E. Wade,SIGMOD Record,ACM SIGMOD Record,1996,1996,1
366,journals/sigmod/Winslett02,564768,Interview with Avi Silberschatz,The XXL search engine: ranked retrieval of XML data using indexes and ontologies,Marianne Winslett,"Anja Theobald, Gerhard Weikum",SIGMOD Record,,2002,2002,0
367,journals/sigmod/WuY00,362096,Report on Second International Workshop on Advanced Issues of E-Commerce and Web-based Information Systems,Report on second international workshop on advanced issues of E-commerce and Web-based information systems,"Philip S. Yu, Kun-Lung Wu","Kun-Lung Wu, Philip S. Yu",SIGMOD Record,ACM SIGMOD Record,2000,2000,1
368,journals/sigmod/Zhang95,223796,Application of OODB and SGML Techniques in Text Database: An Electronic Dictionary System,A general solution of the n-dimensional B-tree problem,Jian Zhang,Michael Freeston,SIGMOD Record,International Conference on Management of Data,1995,1995,0
369,journals/tods/AndriesCPB01,191951,Applying an update method to a set of receivers,The IMPRESS DDT: a database design toolbox based on a formal specification language,"Jan Van den Bussche, Marc Andries, Jan Paredaens, Luca Cabibbo","Jan Flokstra, Maurice van Keulen, Jacek Skowronek",ACM Trans. Database Syst.,International Conference on Management of Data,2001,1994,0
370,journals/tods/Bohm00,673160,,A Data Transformation System for Biological Data Sources,Christian Bhm,"Peter Buneman, Susan B. Davidson, Kyle Hart, G. Christian Overton, Limsoon Wong",ACM Trans. Database Syst.,Very Large Data Bases,2000,1995,0
371,journals/tods/CasatiCPP99,673318,Specification and Implementation of Exceptions in Workflow Management Systems,Databases and Workflow Management: What is it All About? (Panel),"Stefano Paraboschi, Stefano Ceri, Fabio Casati, Giuseppe Pozzi","Andreas Reuter, Stefano Ceri, Jim Gray, Betty Salzberg, Gerhard Weikum",ACM Trans. Database Syst.,Very Large Data Bases,1999,1995,0
372,journals/tods/ChrysanthisR94,191848,Synthesis of Extended Transaction Models Using ACTA,ASSET: a system for supporting extended transactions,"Panos K. Chrysanthis, Krithi Ramamritham","A. Biliris, S. Dar, N. Gehani, H. V. Jagadish, K. Ramamritham",ACM Trans. Database Syst.,International Conference on Management of Data,1994,1994,0
373,journals/tods/CiacciaTZ96,232755,Declustering of Key-Based Partitioned Signature Files,Declustering of key-based partitioned signature files,"Pavel Zezula, Paolo Ciaccia, Paolo Tiberio","Paolo Ciaccia, Paolo Tiberio, Pavel Zezula",ACM Trans. Database Syst.,ACM Transactions on Database Systems (TODS),1996,1996,1
374,journals/tods/CliffordC94,672830,On Completeness of Historical Relational Query Languages,Experiments on Access to Digital Libraries: How can Images and Text be Used Together,"James Clifford, Albert Croker, Alexander Tuzhilin",Michael Lesk,ACM Trans. Database Syst.,Very Large Data Bases,1994,1994,0
375,journals/tods/CuiWW00,357777,Tracing the lineage of view data in a warehousing environment,Tracing the lineage of view data in a warehousing environment,"Janet L. Wiener, Yingwei Cui, Jennifer Widom","Yingwei Cui, Jennifer Widom, Janet L. Wiener",ACM Trans. Database Syst.,ACM Transactions on Database Systems (TODS),2000,2000,1
376,journals/tods/DyresonS98,288087,Supporting Valid-Time Indeterminacy,Supporting valid-time indeterminacy,"Richard T. Snodgrass, Curtis E. Dyreson","Curtis E. Dyreson, Richard Thomas Snodgrass",ACM Trans. Database Syst.,ACM Transactions on Database Systems (TODS),1998,1998,1
377,journals/tods/EiterGM97,261126,Disjunctive Datalog,Disjunctive datalog,"Heikki Mannila, Thomas Eiter, Georg Gottlob","Thomas Eiter, Georg Gottlob, Heikki Mannila",ACM Trans. Database Syst.,ACM Transactions on Database Systems (TODS),1997,1997,1
378,journals/tods/FernandezKSMT02,672192,SilkRoute: A framework for publishing relational data in XML,Views in a Large Scale XML Repository,"Dan Suciu, Yana Kadiyska, Wang Chiew Tan, Mary F. Fernandez, Atsuyuki Morishima","Sophie Cluet, Pierangelo Veltri, Dan Vodislav",ACM Trans. Database Syst.,Very Large Data Bases,2002,2001,0
379,journals/tods/FranklinCL97,261125,Transactional Client-Server Cache Consistency: Alternatives and Performance,Transactional client-server cache consistency: alternatives and performance,"Michael J. Franklin, Michael J. Carey, Miron Livny","Michael J. Franklin, Michael J. Carey, Miron Livny",,ACM Transactions on Database Systems (TODS),1997,1997,1
380,journals/tods/GibbonsMP02,581753,Fast incremental maintenance of approximate histograms,Fast incremental maintenance of approximate histograms,"Viswanath Poosala, Phillip B. Gibbons, Yossi Matias","Phillip B. Gibbons, Yossi Matias, Viswanath Poosala",ACM Trans. Database Syst.,ACM Transactions on Database Systems (TODS),2002,2002,1
381,journals/tods/HjaltasonS03,958948,Index-driven similarity search in metric spaces,Index-driven similarity search in metric spaces,"Gsli R. Hjaltason, Hanan Samet","Gisli R. Hjaltason, Hanan Samet",ACM Trans. Database Syst.,ACM Transactions on Database Systems (TODS),2003,2003,1
382,journals/tods/IoannidisR95,276336,Containment of Conjunctive Queries: Beyond Relations as Sets,Bitmap index design and evaluation,"Raghu Ramakrishnan, Yannis E. Ioannidis","Chee-Yong Chan, Yannis E. Ioannidis",ACM Trans. Database Syst.,International Conference on Management of Data,1995,1998,0
383,journals/tods/JajodiaSSS01,383894,Flexible support for multiple access control policies,Flexible support for multiple access control,"V. S. Subrahmanian, Sushil Jajodia, Pierangela Samarati, Maria Luisa Sapino","Sushil Jajodia, Pierangela Samarati, Maria Luisa Sapino, V. S. Subrahmanian",ACM Trans. Database Syst.,ACM Transactions on Database Systems (TODS),2001,2001,1
384,journals/tods/KonopnickiS98,277639,Information Gathering in the World-Wide Web: The W3QL Query Language and the W3QS System,Information gathering in the World-Wide Web: the W3QL query language and the W3QS system,"David Konopnicki, Oded Shmueli","David Konopnicki, Oded Shmueli",ACM Trans. Database Syst.,ACM Transactions on Database Systems (TODS),1998,1998,1
385,journals/tods/KotidisR01,503100,A case for dynamic view management,A case for dynamic view management,"Nick Roussopoulos, Yannis Kotidis","Yannis Kotidis, Nick Roussopoulos",ACM Trans. Database Syst.,,2001,2001,1
386,journals/tods/LakshmananLN03,958944,Efficient dynamic mining of constrained frequent sets,Efficient dynamic mining of constrained frequent sets,"Laks V. S. Lakshmanan, Raymond T. Ng, Carson Kai-Sang Leung",,ACM Trans. Database Syst.,ACM Transactions on Database Systems (TODS),,2003,1
387,journals/tods/LakshmananLRS97,261131,ProbView: A Flexible Probabilistic Database System,ProbView: a flexible probabilistic database system,"Nicola Leone, Robert Ross, Laks V. S. Lakshmanan, V. S. Subrahmanian","Laks V. S. Lakshmanan, Nicola Leone, Robert Ross, V. S. Subrahmanian",ACM Trans. Database Syst.,ACM Transactions on Database Systems (TODS),1997,1997,1
388,journals/tods/LakshmananSS01,503102,SchemaSQL: An extension to SQL for multidatabase interoperability,SchemaSQL: An extension to SQL for multidatabase interoperability,"Fereidoon Sadri, Laks V. S. Lakshmanan, Subbu N. Subramanian","Laks V. S. Lakshmanan, Fereidoon Sadri, Subbu N. Subramanian",ACM Trans. Database Syst.,ACM Transactions on Database Systems (TODS),2001,2001,1
389,journals/tods/LiuDL02,673331,A logical foundation for deductive object-oriented databases,Further Improvements on Integrity Constraint Checking for Stratifiable Deductive Databases,"Mengchi Liu, Tok Wang Ling, Gillian Dobbie","Sin Yeung Lee, Tok Wang Ling",ACM Trans. Database Syst.,Very Large Data Bases,2002,1996,0
390,journals/tods/Ross96,232628,Tail Recursion Elimination in Deductive Databases,Tail recursion elimination in deductive databases,,Kenneth A. Ross,ACM Trans. Database Syst.,ACM Transactions on Database Systems (TODS),1996,1996,1
391,journals/tods/SalemGS94,758363,Altruistic Locking,Cache Conscious Algorithms for Relational Query Processing,"Jeannie Shands, Kenneth Salem, Hector Garcia-Molina","Ambuj Shatdal, Chander Kant, Jeffrey F. Naughton",ACM Trans. Database Syst.,Very Large Data Bases,1994,1994,0
392,journals/vldb/AnGSVKI02,641270,Energy-performance trade-offs for spatial access methods on memory-resident data,Energy-performance trade-offs for spatial methods on memory-resident data,"Mahmut T. Kandemir, Ning An, Mary Jane Irwin, Anand Sivasubramaniam, Sudhanva Gurumurthi, Narayanan Vijaykrishnan","Ning An, Sudhanva Gurumurthi, Anand Sivasubramaniam, Narayanan Vijaykrishnan, Mahmut Kandemir, Mary Jane Irwin",VLDB J.,The VLDB Journal  The International Journal on Very Large Data Bases,2002,2002,1
393,journals/vldb/ApersCS02,601875,Editorial,Reminiscences on influential papers,"Peter M. G. Apers, Stefano Ceri, Richard T. Snodgrass",,VLDB J.,ACM SIGMOD Record,2002,2002,0
394,journals/vldb/BenzakenD95,615229,Thmis: A Database Programming Language Handling Integrity Constraints,Themis: a database programming language handling integrity constraints,,"Vronique Benzaken, Anne Doucet",VLDB J.,The VLDB Journal  The International Journal on Very Large Data Bases,1995,1995,1
395,journals/vldb/ChirkovaHS02,641272,A formal perspective on the view selection,A formal perspective on the view selection problem,"Rada Chirkova, Dan Suciu, Alon Y. Halevy","Rada Chirkova, Alon Y. Halevy, Dan Suciu",VLDB J.,The VLDB Journal  The International Journal on Very Large Data Bases,2002,,1
396,journals/vldb/CliftonGB95,615214,HyperFile: A Data and Query Model for Documents,HyperFile: a data and query model for documents,"David Bloom, Chris Clifton, Hector Garcia-Molina","Chris Clifton, Hector Garcia-Molina, David Bloom",VLDB J.,The VLDB Journal  The International Journal on Very Large Data Bases,1995,1995,1
397,journals/vldb/Cobb97,765555,The Impact of Technology on Commercial Transaction Processing,The impact of object technology on commercial transaction processing,Edward E. Cobb,Edward E. Cobb,VLDB J.,The VLDB Journal  The International Journal on Very Large Data Bases,1997,1997,1
398,journals/vldb/DesslochHMMT98,765526,"Advanced Data Processing in KRISYS: Modeling Concepts, Implementation Techniques, and Client/Server Issues","Advanced data processing in KRISYS: modeling concepts, implementation techniques, and client/server issues","Nelson Mendona Mattos, Joachim Thomas, Theo Hrder, Stefan Deloch, Bernhard Mitschang","Stefan Deloch, Theo Hrder, Nelson Mattos, Bernhard Mitschang, Joachim Thomas",VLDB J.,The VLDB Journal  The International Journal on Very Large Data Bases,1998,1998,1
399,journals/vldb/DiazJ97,765563,EXACT: An Extensible Approach to Object-Oriented Databases,EXACT: an extensible approach to active object-oriented databases,"Arturo Jaime, Oscar Daz","Oscar Daz, Arturo Jaime",VLDB J.,The VLDB Journal  The International Journal on Very Large Data Bases,1997,1997,1
400,journals/vldb/Halevy02,764200,Guest Editorial,Guest Editorial,Alon Y. Halevy,Alon Y. Halevy,,The VLDB Journal  The International Journal on Very Large Data Bases,2002,2002,1
401,journals/vldb/HalkidiNVV03,953242,THESUS: Organizing Web document collections based on link semantics,THESUS: Organizing Web document collections based on link semantics,"Benjamin Nguyen, Iraklis Varlamis, Maria Halkidi, Michalis Vazirgiannis","Maria Halkidi, Benjamin Nguyen, Iraklis Varlamis, Michalis Vazirgiannis",VLDB J.,The VLDB Journal  The International Journal on Very Large Data Bases,2003,2003,1
402,journals/vldb/Han98,765520,"Optimizing Relational Queries in Connection Hypergraphs: Nested Queries, Views, and Binding Propagations","Optimizing relational queries in connection hypergraphs: nested queries, views, and binding propagations",Jia Liang Han,Jia Liang Han,VLDB J.,,1998,1998,1
403,journals/vldb/JagadishKNS00,765237,One-dimensional and multi-dimensional substring selectivity estimation,One-dimensional and multi-dimensional substring selectivity estimation,"Raymond T. Ng, Divesh Srivastava, H. V. Jagadish, Olga Kapitskaia","H. V. Jagadish, Olga Kapitskaia, Raymond T. Ng, Divesh Srivastava",VLDB J.,The VLDB Journal  The International Journal on Very Large Data Bases,2000,2000,1
404,journals/vldb/LaurentLSV01,767152,Monotonic complements for independent data warehouses,Monotonic complements for independent data warehouses,"Gottfried Vossen, Jens Lechtenbrger, Dominique Laurent, Nicolas Spyratos","D. Laurent, J. Lechtenbrger, N. Spyratos, G. Vossen",VLDB J.,The VLDB Journal  The International Journal on Very Large Data Bases,2001,2001,1
405,journals/vldb/LinJF94,671863,The TV-Tree: An Index Structure for High-Dimensional Data,The 3W Model and Algebra for Unified Data Mining,"King-Ip Lin, H. V. Jagadish, Christos Faloutsos","Theodore Johnson, Laks V. S. Lakshmanan, Raymond T. Ng",VLDB J.,Very Large Data Bases,1994,2000,0
406,journals/vldb/ManegoldBK00,765238,Optimizing database architecture for the new bottleneck: memory access,Optimizing database architecture for the new bottleneck: memory access,"Peter A. Boncz, Stefan Manegold, Martin L. Kersten","Stefan Manegold, Peter A. Boncz, Martin L. Kersten",VLDB J.,The VLDB Journal  The International Journal on Very Large Data Bases,2000,2000,1
407,journals/vldb/MaratheS02,767098,Query processing techniques for arrays,Query processing techniques for arrays,"Arunprasad P. Marathe, Kenneth Salem","Arunprasad P. Marathe, Kenneth Salem",VLDB J.,The VLDB Journal  The International Journal on Very Large Data Bases,2002,2002,1
408,journals/vldb/MedjahedBE03,953243,Composing Web services on the Semantic Web,Composing Web services on the Semantic Web,"Athman Bouguettaya, Brahim Medjahed, Ahmed K. Elmagarmid","Brahim Medjahed, Athman Bouguettaya, Ahmed K. Elmagarmid",VLDB J.,,2003,2003,1
409,journals/vldb/MuckP97,765565,A Configrable Type Hierarchy Index for OODB,A configurable type hierarchy index for OODB,"Thomas A. Mck, Martin L. Polaschek",,VLDB J.,The VLDB Journal  The International Journal on Very Large Data Bases,1997,1997,1
410,journals/vldb/OoiHLT96,765806,Index Nesting - An Efficient Approach to Indexing in Object-Oriented Databases,Index nesting - an  approach to indexing in object-oriented databases,"Jiawei Han, Beng Chin Ooi, Hongjun Lu, Kian-Lee Tan","Beng Chin Ooi, Jiawei Han, Hongjun Lu, Kian Lee Tan",VLDB J.,The VLDB Journal  The International Journal on Very Large Data Bases,1996,1996,1
411,journals/vldb/RamanRH00,765239,Online dynamic reordering,Online dynamic reordering,"Bhaskaran Raman, Joseph M. Hellerstein, Vijayshankar Raman","Vijayshankar Raman, Bhaskaran Raman, Joseph M. Hellerstein",VLDB J.,The VLDB Journal  The International Journal on Very Large Data Bases,2000,2000,1
412,journals/vldb/ShanmugasundaramSBCLPR01,603871,Efficiently publishing relational data as XML documents,A general technique for querying XML documents using a relational database system,"Bruce G. Lindsay, Hamid Pirahesh, Berthold Reinwald, Michael J. Carey, Rimon Barr, Jayavel Shanmugasundaram, Eugene J. Shekita","Jayavel Shanmugasundaram, Eugene Shekita, Jerry Kiernan, Rajasekar Krishnamurthy, Efstratios Viglas, Jeffrey Naughton, Igor Tatarinov",VLDB J.,ACM SIGMOD Record,2001,2001,0
413,journals/vldb/ShanmugasundaramSBCLPR01,767144,Efficiently publishing relational data as XML documents,Efficiently publishing relational data as XML documents,"Bruce G. Lindsay, Hamid Pirahesh, Berthold Reinwald, Michael J. Carey, Rimon Barr, Jayavel Shanmugasundaram, Eugene J. Shekita","Jayavel Shanmugasundaram, Eugene Shekita, Rimon Barr, Michael Carey, Bruce Lindsay, Hamid Pirahesh, Berthold Reinwald",VLDB J.,The VLDB Journal  The International Journal on Very Large Data Bases,,2001,1
414,journals/vldb/SheikholeslamiCZ00,640994,WaveCluster: A Wavelet Based Clustering Approach for Spatial Data in Very Large Databases,A multi-paradigm querying approach for a generic multimedia database management system,"Surojit Chatterjee, Gholamhosein Sheikholeslami, Aidong Zhang","Ji-Rong Wen, Qing Li, Wei-Ying Ma, Hong-Jiang Zhang",VLDB J.,ACM SIGMOD Record,2000,2003,0
415,journals/vldb/ShethTP03,775454,Complex relationships and knowledge discovery support in the InfoQuilt system,Complex relationships and knowledge discovery support in the InfoQuilt system,"Amit P. Sheth, Sanjeev Thacker, Shuchi Patel","A. Sheth, S. Thacker, S. Patel",VLDB J.,The VLDB Journal  The International Journal on Very Large Data Bases,2003,2003,1
416,journals/vldb/StonebrakerALPSSSY96,381881,Mariposa: A Wide-Area Distributed Database System,DeeDS towards a distributed and active real-time database system,"Carl Staelin, Paul M. Aoki, Witold Litwin, Michael Stonebraker, Adam Sah, Jeff Sidell, Andrew Yu, Avi Pfeffer","S. F. Andler, J. Hansson, J. Eriksson, J. Mellin, M. Berndtsson, B. Eftring",VLDB J.,ACM SIGMOD Record,1996,1996,0
417,journals/vldb/TorpJS00,959062,Effective Timestamping in Databases,Developments at ACM TODS,"Christian S. Jensen, Kristian Torp, Richard T. Snodgrass",,VLDB J.,ACM SIGMOD Record,2000,2003,0
418,journals/vldb/VerykiosME03,775455,A Bayesian decision model for cost optimal record matching,A Bayesian decision model for cost optimal record matching,"George V. Moustakides, Vassilios S. Verykios, Mohamed G. Elfeky","V. S. Verykios, G. V. Moustakides, M. G. Elfeky",VLDB J.,The VLDB Journal  The International Journal on Very Large Data Bases,2003,2003,1
