ID,Title,Episodes,Producers,Genres,Type,Year,Rating
141,Psycho-Pass,22,"['Production I.G', 'Dentsu', 'FUNimation Entertainment', 'Fuji TV', 'Nitroplus', 'Sony Music Entertainment']","['Action', 'Police', 'Psychological', 'Sci-Fi']", TV,2012,8.56
142,Sakamichi no Apollon,12,"['Dentsu', 'Fuji TV', 'Tezuka Productions', 'Toho Company', 'DAX Production', 'Sentai Filmworks', 'MAPPA', 'Sony Music Entertainment']","['Drama', 'Josei', 'Music', 'Romance', 'School']", TV,2012,8.5
143,Romeo no Aoi Sora,33,['Nippon Animation'],"['Adventure', 'Drama', 'Historical', 'Romance', 'Slice of Life']", TV,1995,8.5
144,Mononoke,12,"['Toei Animation', 'Fuji TV', 'Flatiron Film Company']","['Demons', 'Fantasy', 'Historical', 'Horror', 'Mystery', 'Seinen', 'Supernatural']", TV,2007,8.52
145,Nodame Cantabile,23,"['J.C.Staff', 'Dentsu', 'Genco', 'Kodansha', 'Fuji TV', 'Magic Capsule', 'Sony Music Entertainment', 'Fuji Pacific Music Publishing']","['Comedy', 'Drama', 'Josei', 'Music', 'Romance', 'Slice of Life']", TV,2007,8.52
146,Nanatsu no Taizai,24,"['Aniplex', 'Dentsu', 'A-1 Pictures', 'Mainichi Broadcasting', 'Kodansha', 'Movic']","['Action', 'Adventure', 'Ecchi', 'Fantasy', 'Shounen', 'Supernatural']", TV,2014,8.52
147,Major S6,25,"['NHK', 'SynergySP']","['Comedy', 'Drama', 'Sports']", TV,2010,8.52
148,Katanagatari,12,"['Aniplex', 'Lantis', 'Kodansha', 'Movic', 'Fuji TV', 'White Fox', 'NIS America, Inc.']","['Action', 'Adventure', 'Historical', 'Martial Arts']", TV,2010,8.52
149,Fate/stay night: Unlimited Blade Works (TV) 2nd Season,13,"['Aniplex', 'ufotable', 'Aniplex of America', 'Notes']","['Action', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']", TV,2015,8.5
150,Detective Conan Movie 18: The Sniper from Another Dimension,1,['TMS Entertainment'],"['Action', 'Mystery', 'Police', 'Shounen']", Movie,2014,8.15
151,Fairy Tail (2014),  Unknown,"['TV Tokyo', 'Dentsu', 'A-1 Pictures', 'FUNimation Entertainment', 'Bridge']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']", TV,2014,8.15
152,Ghost in the Shell 2.0,1,['Production I.G'],"['Action', 'Mecha', 'Police', 'Psychological', 'Sci-Fi']", Movie,2008,8.15
153,Gintama: Jump Festa 2005 Special,1,"['Sunrise', 'Audio Highs', 'Miracle Robo']","['Action', 'Comedy', 'Historical', 'Mecha', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']", Special,2005,8.15
154,Isekai no Seikishi Monogatari,13,"['AIC', 'BeSTACK', 'FUNimation Entertainment']","['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Mecha', 'School']", OVA,2009,8.15
155,K: Return of Kings,13,"['Starchild Records', 'Viz Media', 'Mainichi Broadcasting', 'GoHands', 'Glovision']","['Action', 'Super Power', 'Supernatural']", TV,2015,8.15
156,Magi: Sinbad no Bouken,5,['Lay-duce'],"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen']", OVA,2014,8.15
157,Mobile Suit Gundam: The 08th MS Team,12,"['Sunrise', 'Bandai Entertainment', 'Atelier Musa']","['Adventure', 'Drama', 'Mecha', 'Military', 'Romance', 'Sci-Fi', 'Shounen']", OVA,1996,8.15
158,Darker than Black: Kuro no Keiyakusha Gaiden,4,"['Bones', 'Square Enix', 'FUNimation Entertainment']","['Action', 'Mystery', 'Sci-Fi', 'Super Power']", Special,2010,8.14
159,Wolf's Rain OVA,4,"['Bones', 'Asatsu DK', 'Bandai Entertainment']","['Adventure', 'Drama', 'Psychological', 'Sci-Fi', 'Supernatural']", OVA,2004,8.15
160,Sekaiichi Hatsukoi: Valentine-hen,1,['Studio Deen'],"['Comedy', 'Romance', 'Shounen Ai']", Movie,2014,8.15
161,Karigurashi no Arrietty,1,"['Studio Ghibli', 'Walt Disney Studios']",['Fantasy'], Movie,2010,8.14
162,Noragami,12,"['Bones', 'Avex Entertainment', 'Dentsu', 'FUNimation Entertainment', 'Shochiku', 'Kodansha', 'Movic', 'Ai Addiction']","['Action', 'Adventure', 'Shounen', 'Supernatural']", TV,2014,8.15
163,Durarara!!x2 Ten,12,"['Aniplex of America', 'Studio Shuka ']","['Action', 'Mystery', 'Supernatural']", TV,2015,8.13
164,Grisaia no Rakuen,10,"['Frontier Works', 'Sentai Filmworks', '8bit']","['Drama', 'Harem', 'Psychological', 'Romance']", TV,2015,8.14
165,Mawaru Penguindrum,24,"['Starchild Records', 'Brains Base', 'Mainichi Broadcasting', 'Sentai Filmworks']","['Comedy', 'Drama', 'Mystery', 'Psychological']", TV,2011,8.14
166,Prince of Tennis: The National Tournament,13,['Production I.G'],"['Action', 'Comedy', 'Shounen', 'Sports']", OVA,2006,8.14
167,Ginga Eiyuu Densetsu Gaiden: Rasen Meikyuu,28,['J.C.Staff'],"['Drama', 'Military', 'Sci-Fi', 'Space']", OVA,1999,8.13
168,Tekkon Kinkreet,1,"['Studio 4C', 'Aniplex', 'Tokyo MX']","['Action', 'Adventure', 'Psychological', 'Supernatural']", Movie,2006,8.14
169,Flanders no Inu (Movie),1,"['Nippon Animation', 'Shochiku', 'Fuji TV', 'Pioneer LDC']","['Adventure', 'Drama']", Movie,1997,8.13
170,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven,1,"['Production I.G', 'Bandai Visual', 'Bandai Entertainment', 'Tokuma Shoten']","['Action', 'Mecha', 'Sci-Fi']", Special,2006,8.13
171,Ansatsu Kyoushitsu (TV),22,"['Dentsu', 'FUNimation Entertainment', 'Fuji TV', 'DAX Production', 'Lerche']","['Action', 'Comedy', 'School', 'Shounen']", TV,2015,8.13
172,Berserk: Ougon Jidaihen II - Doldrey Kouryaku,1,"['Studio 4C', 'Viz Media', 'NYAV Post', 'Yahoo! Japan', 'Good Smile Company']","['Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Horror', 'Military', 'Seinen', 'Supernatural']", Movie,2012,8.13
173,Akira,1,"['Tokyo Movie Shinsha', 'FUNimation Entertainment', 'Mainichi Broadcasting', 'Kodansha', 'Bandai Entertainment', 'Toho Company']","['Action', 'Adventure', 'Horror', 'Military', 'Sci-Fi', 'Supernatural']", Movie,1988,8.13
174,Kuroshitsuji,24,"['Aniplex', 'A-1 Pictures', 'Square Enix', 'FUNimation Entertainment', 'Yomiko Advertising', 'Mainichi Broadcasting', 'Movic', 'Trinity Sound']","['Action', 'Comedy', 'Demons', 'Fantasy', 'Historical', 'Shounen', 'Supernatural']", TV,2008,8.13
175,Kuroko no Basket: Tip Off,1,"['Production I.G', 'Bandai Visual', 'Lantis']","['Comedy', 'School', 'Shounen', 'Sports']", Special,2013,8.13
176,Soul Eater,51,"['Bones', 'TV Tokyo', 'Aniplex', 'Dentsu', 'FUNimation Entertainment', 'Media Factory']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Supernatural']", TV,2008,8.13
177,Prince of Tennis: The National Tournament Semifinals,6,"['Production I.G', 'M.S.C']","['Action', 'Comedy', 'Sports']", OVA,2007,8.13
178,Mahou Shoujo Lyrical Nanoha A's,13,"['Seven Arcs', 'FUNimation Entertainment']","['Action', 'Comedy', 'Drama', 'Magic', 'Super Power']", TV,2005,8.13
179,Colorful (Movie),1,"['Sunrise', 'Aniplex', 'Sentai Filmworks', 'Ascension', 'Sony Music Entertainment']","['Drama', 'Slice of Life', 'Supernatural']", Movie,2010,8.12
180,Kuuchuu Buranko,11,"['Toei Animation', 'Fuji TV', 'Sony Music Entertainment']","['Comedy', 'Drama', 'Psychological', 'Seinen']", TV,2009,8.14
181,Kyou kara Ore wa!!,10,['Studio Pierrot'],"['Comedy', 'Shounen']", OVA,1992,8.13
182,Detective Conan OVA 09: The Stranger in 10 Years...,1,['TMS Entertainment'],"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']", OVA,2009,8.12
183,Omae Umasou da na,1,"['Asia-Do', 'Graphinica']","['Adventure', 'Kids']", Movie,2010,8.12
184,Hikaru no Go: Journey to the North Star Cup,1,"['Studio Pierrot', 'Dentsu']","['Game', 'Shounen']", Special,2004,8.12
185,Love Live! School Idol Project 2nd Season,13,"['Sunrise', 'NIS America, Inc.']","['Music', 'School', 'Slice of Life']", TV,2014,8.12
186,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,2,"['Studio Deen', 'SME Visual Works']","['Drama', 'Historical', 'Romance', 'Samurai', 'Shounen']", OVA,2001,8.12
187,Higashi no Eden,11,"['Production I.G', 'FUNimation Entertainment', 'Fuji TV', 'Asmik Ace Entertainment', 'Sony Music Entertainment']","['Action', 'Comedy', 'Drama', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']", TV,2009,8.12
188,Jigoku Shoujo Futakomori,26,"['Aniplex', 'Studio Deen', 'SKY Perfect Well Think', 'Sentai Filmworks']","['Horror', 'Mystery', 'Psychological', 'Supernatural']", TV,2006,8.12
189,Hybrid Child,4,"['Studio Deen', 'Lantis']","['Drama', 'Historical', 'Romance', 'Sci-Fi', 'Shounen Ai']", OVA,2014,8.12
190,Suzumiya Haruhi no Yuuutsu,14,"['Kyoto Animation', 'FUNimation Entertainment', 'Lantis', 'Bandai Entertainment', 'Kadokawa Pictures USA']","['Comedy', 'Mystery', 'Parody', 'School', 'Sci-Fi', 'Slice of Life']", TV,2006,8.12
191,xxxHOLiC,24,"['Production I.G', 'FUNimation Entertainment', 'TBS', 'BMG Japan', 'Kids Station', 'Kodansha']","['Comedy', 'Drama', 'Mystery', 'Psychological', 'Supernatural']", TV,2006,8.12
192,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,13,"['Geneon Universal Entertainment', 'Brains Base', 'TBS', 'Sentai Filmworks', 'Delphi Sound', 'Marvelous AQL', 'Atelier Musa']","['Comedy', 'Romance', 'School']", TV,2013,8.12
193,Yume-iro Ptissire,50,"['Studio Pierrot', 'Yomiuri Telecasting Corporation', 'Studio Hibari', 'DAX Production']","['Kids', 'School', 'Shoujo']", TV,2009,8.12
194,Eyeshield 21,145,"['Artland', 'Studio Gallop', 'NAS', 'Nihon Ad Systems', 'Sentai Filmworks', 'TV Tokyo Music']","['Action', 'Comedy', 'Shounen', 'Sports']", TV,2005,8.11
195,Fullmetal Alchemist: Brotherhood Specials,4,"['Bones', 'FUNimation Entertainment']","['Adventure', 'Drama', 'Fantasy', 'Magic', 'Military', 'Shounen']", Special,2009,8.11
196,Initial D Fifth Stage,14,"['Avex Entertainment', 'SynergySP', 'Animax']","['Action', 'Cars', 'Drama', 'Seinen', 'Sports']", TV,2012,8.11
197,Kobato.,24,"['Madhouse', 'NHK', 'NHK-BS2', 'Sentai Filmworks']","['Comedy', 'Drama', 'Fantasy']", TV,2009,8.11
198,Macross: Do You Remember Love?,1,['Mainichi Broadcasting'],"['Action', 'Mecha', 'Military', 'Music', 'Romance', 'Sci-Fi', 'Space']", Movie,1984,8.11
199,Initial D Second Stage,13,"['OB Planning', 'FUNimation Entertainment', 'Fuji TV', 'Pastel']","['Action', 'Cars', 'Drama', 'Seinen', 'Sports']", TV,1999,8.11
200,Steins;Gate: Oukoubakko no Poriomania,1,"['Frontier Works', 'FUNimation Entertainment', 'White Fox']","['Sci-Fi', 'Thriller']", Special,2012,8.5
201,Kuroshitsuji: Book of Murder,2,"['A-1 Pictures', 'FUNimation Entertainment']","['Comedy', 'Demons', 'Fantasy', 'Historical', 'Mystery', 'Shounen', 'Supernatural']", OVA,2015,8.49
202,Kino no Tabi: The Beautiful World,13,"['WOWOW', 'Genco', 'ADV Films', 'A.C.G.T.', 'Sentai Filmworks', 'Studio Wombat']","['Action', 'Adventure', 'Slice of Life']", TV,2003,8.49
203,Tonari no Totoro,1,"['Studio Ghibli', 'Studio Fantasia', 'Walt Disney Studios', 'GKids']","['Adventure', 'Comedy', 'Supernatural']", Movie,1988,8.5
204,Toki wo Kakeru Shoujo,1,"['Madhouse', 'Kadokawa Shoten', 'Bandai', 'Bandai Entertainment', 'Kadokawa Pictures USA', 'Memory-Tech', 'Happinet Pictures']","['Adventure', 'Drama', 'Romance', 'Sci-Fi']", Movie,2006,8.5
205,Toradora!,25,"['J.C.Staff', 'Genco', 'Starchild Records', 'Magic Capsule', 'NIS America, Inc.', 'Yomiuri Advertising', 'TV Tokyo Music']","['Comedy', 'Romance', 'School', 'Slice of Life']", TV,2008,8.5
206,Hunter x Hunter,62,"['Nippon Animation', 'Viz Media', 'Fuji TV']","['Action', 'Adventure', 'Shounen', 'Super Power']", TV,1999,8.49
207,Samurai Champloo,26,"['Geneon Universal Entertainment', 'Manglobe', 'FUNimation Entertainment', 'Victor Entertainment', 'Fuji TV', 'Barnum Studio', 'Tokuma Shoten', 'flying DOG']","['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai', 'Shounen']", TV,2004,8.5
208,One Piece Film: Strong World,1,"['Toei Animation', 'FUNimation Entertainment']","['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']", Movie,2009,8.49
209,Shirobako,24,"['Sotsu Agency', 'P.A. Works', 'Movic', 'Sentai Filmworks', 'Warner Bros.', 'The Klock Worx', 'Showgate']","['Comedy', 'Drama']", TV,2014,8.49
210,Kaze no Tani no Nausica,1,"['Studio Ghibli', 'Studio Hibari', 'Topcraft', 'Walt Disney Studios', 'GKids']","['Adventure', 'Fantasy']", Movie,1984,8.48
211,Kemono no Souja Erin,50,"['Production I.G', 'Trans Arts', 'NHK Enterprises']","['Drama', 'Fantasy']", TV,2009,8.48
212,Mobile Suit Gundam Unicorn,7,"['Sunrise', 'Bandai Entertainment', 'NYAV Post']","['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']", OVA,2010,8.48
213,Angel Beats!,13,"['Aniplex', 'Dentsu', 'Key', 'P.A. Works', 'Mainichi Broadcasting', 'CBC', 'Movic', ""Visual Art's"", 'Sentai Filmworks', 'ASCII Media Works']","['Action', 'Comedy', 'Drama', 'School', 'Supernatural']", TV,2010,8.47
214,Higurashi no Naku Koro ni Kai,24,"['Geneon Universal Entertainment', 'Studio Deen', 'Sentai Filmworks']","['Mystery', 'Psychological', 'Supernatural', 'Thriller']", TV,2007,8.47
215,Major S1,26,"['Shogakukan Productions', 'Studio Hibari', 'NHK']","['Comedy', 'Drama', 'Shounen', 'Sports']", TV,2004,8.47
216,Ookami to Koushinryou II,12,"['Imagin', 'FUNimation Entertainment', 'Brains Base', 'flying DOG']","['Adventure', 'Fantasy', 'Historical', 'Romance']", TV,2009,8.47
217,Tsubasa: Tokyo Revelations,3,"['Production I.G', 'FUNimation Entertainment', 'Kodansha']","['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance', 'Shounen']", OVA,2007,8.47
218,Detective Conan Movie 06: The Phantom of Baker Street,1,"['TMS Entertainment', 'FUNimation Entertainment']","['Adventure', 'Mystery', 'Police', 'Shounen']", Movie,2002,8.46
219,Durarara!!,24,"['Aniplex', 'Square Enix', 'Brains Base', 'Mainichi Broadcasting', 'Movic', 'Aniplex of America', 'ASCII Media Works', 'Sakura Create']","['Action', 'Mystery', 'Supernatural']", TV,2010,8.46
220,One Piece Film: Z,1,"['Toei Animation', 'FUNimation Entertainment']","['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']", Movie,2012,8.46
221,Ghost in the Shell: Stand Alone Complex,26,"['Production I.G', 'Kodansha', 'Trilogy Future Studio', 'Bandai Entertainment', 'Tokuma Shoten']","['Action', 'Mecha', 'Military', 'Police', 'Sci-Fi', 'Seinen']", TV,2002,8.46
222,Major S2,26,"['Studio Hibari', 'NHK']","['Comedy', 'Drama', 'Shounen', 'Sports']", TV,2005,8.45
223,Major S3,26,"['Studio Hibari', 'NHK']","['Drama', 'Shounen', 'Sports']", TV,2007,8.45
224,Fate/stay night: Unlimited Blade Works (TV) - Prologue,1,"['Aniplex', 'ufotable', 'Aniplex of America', 'Notes']","['Action', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']", Special,2014,8.45
225,Sakurasou no Pet na Kanojo,24,"['J.C.Staff', 'Genco', 'Media Factory', 'Sentai Filmworks', 'ASCII Media Works']","['Comedy', 'Drama', 'Romance', 'School', 'Slice of Life']", TV,2012,8.45
226,Ouran Koukou Host Club,26,"['Bones', 'VAP', 'FUNimation Entertainment', 'Nippon Television Network Corporation']","['Comedy', 'Harem', 'Romance', 'School', 'Shoujo']", TV,2006,8.45
227,Hunter x Hunter OVA,8,['Nippon Animation'],"['Action', 'Adventure', 'Shounen', 'Super Power']", OVA,2002,8.45
228,Rurouni Kenshin: Meiji Kenkaku Romantan,94,"['Studio Gallop', 'Studio Deen', 'SME Visual Works', 'Fuji TV', 'Media Blasters']","['Action', 'Adventure', 'Comedy', 'Historical', 'Romance', 'Samurai']", TV,1996,8.45
229,YuuYuuHakusho,112,"['Studio Pierrot', 'FUNimation Entertainment', 'Yomiko Advertising', 'Fuji TV']","['Action', 'Comedy', 'Demons', 'Fantasy', 'Martial Arts', 'School', 'Shounen']", TV,1992,8.46
230,Kamisama Hajimemashita: Kako-hen,4,['TMS Entertainment'],"['Comedy', 'Demons', 'Fantasy', 'Shoujo', 'Supernatural']", OVA,2015,8.43
231,Stranger: Mukou Hadan,1,"['Bones', 'Bandai Entertainment']","['Action', 'Adventure', 'Historical', 'Samurai']", Movie,2007,8.45
232,Hunter x Hunter: Greed Island Final,14,['Nippon Animation'],"['Action', 'Adventure', 'Shounen', 'Super Power']", OVA,2004,8.43
233,Beck,26,"['Madhouse', 'Marvelous Entertainment', 'Starchild Records', 'FUNimation Entertainment', 'Asatsu DK', 'Kodansha']","['Comedy', 'Drama', 'Music', 'Shounen', 'Slice of Life']", TV,2004,8.43
234,Kyoukai no Kanata Movie: I'll Be Here - Mirai-hen,1,"['Kyoto Animation', 'Shochiku']","['Fantasy', 'Slice of Life', 'Supernatural']", Movie,2015,8.44
235,Natsume Yuujinchou,13,"['Aniplex', 'Brains Base', 'NAS', 'NIS America, Inc.', 'TV Tokyo Music', 'Sony Music Entertainment']","['Drama', 'Fantasy', 'Shoujo', 'Slice of Life', 'Supernatural']", TV,2008,8.44
236,Rose of Versailles,40,"['Tokyo Movie Shinsha', 'Right Stuf']","['Adventure', 'Drama', 'Historical', 'Romance', 'Shoujo']", TV,1979,8.44
237,Kaguya-hime no Monogatari,1,"['Studio Ghibli', 'GKids']","['Fantasy', 'Historical']", Movie,2013,8.43
238,One Outs,25,"['Madhouse', 'VAP', 'Nippon Television Network Corporation']","['Psychological', 'Seinen', 'Sports']", TV,2008,8.43
239,Hachimitsu to Clover II,12,"['J.C.Staff', 'Genco', 'Viz Media', 'Fuji TV', 'Sony Music Entertainment']","['Drama', 'Josei', 'Romance']", TV,2006,8.42
240,Katekyo Hitman Reborn!,203,"['Artland', 'TV Tokyo', 'Dentsu', 'Marvelous Entertainment', 'Pony Canyon', 'd-rights']","['Action', 'Comedy', 'Shounen', 'Super Power']", TV,2006,8.42
241,Neon Genesis Evangelion: The End of Evangelion,1,"['Gainax', 'Production I.G', 'TV Tokyo', 'Toei Animation', 'Kadokawa Shoten', 'Movic', 'Sega', 'TV Tokyo Music']","['Dementia', 'Drama', 'Mecha', 'Psychological', 'Sci-Fi']", Movie,1997,8.42
242,Nodame Cantabile Finale,11,"['J.C.Staff', 'Fuji TV', 'Sony Music Entertainment']","['Comedy', 'Josei', 'Music', 'Romance']", TV,2010,8.42
243,Bakemonogatari,15,"['Aniplex', 'Shaft', 'Kodansha', 'Aniplex of America']","['Mystery', 'Romance', 'Supernatural', 'Vampire']", TV,2009,8.41
244,Cowboy Bebop: Tengoku no Tobira,1,"['Bones', 'Sunrise', 'Bandai Visual']","['Action', 'Drama', 'Mystery', 'Sci-Fi', 'Space']", Movie,2001,8.41
245,NHK ni Youkoso!,24,"['Gonzo', 'ADV Films', 'FUNimation Entertainment']","['Comedy', 'Drama', 'Psychological', 'Romance']", TV,2006,8.43
246,Little Busters!: Refrain,13,"['J.C.Staff', 'Key', 'Sentai Filmworks', 'Warner Bros.']","['Comedy', 'Drama', 'Romance', 'School', 'Slice of Life', 'Supernatural']", TV,2013,8.4
247,Death Parade,12,"['Madhouse', 'VAP', 'FUNimation Entertainment', 'DAX Production', 'Nippon Television Network Corporation']","['Game', 'Mystery', 'Psychological']", TV,2015,8.41
248,Natsume Yuujinchou: Itsuka Yuki no Hi ni,1,"['Aniplex', 'Brains Base', 'NAS']","['Drama', 'Fantasy', 'Shoujo', 'Slice of Life', 'Supernatural']", OVA,2014,8.41
249,Hajime no Ippo: Champion Road,1,"['Madhouse', 'Geneon Universal Entertainment']","['Comedy', 'Shounen', 'Sports']", Special,2003,8.41
250,Gin no Saji 2nd Season,11,"['Aniplex', 'Dentsu', 'A-1 Pictures', 'Fuji TV', 'Aniplex of America']","['Comedy', 'School', 'Shounen', 'Slice of Life']", TV,2014,8.4
251,Kuroshitsuji: Book of Circus,10,"['Aniplex', 'A-1 Pictures', 'Square Enix', 'FUNimation Entertainment', 'Mainichi Broadcasting', 'Movic']","['Comedy', 'Demons', 'Fantasy', 'Historical', 'Shounen', 'Supernatural']", TV,2014,8.4
252,Detective Conan Movie 13: The Raven Chaser,1,"['Shogakukan Productions', 'Tokyo Movie Shinsha']","['Action', 'Mystery', 'Police', 'Shounen']", Movie,2009,8.4
253,Omoide no Marnie,1,"['Studio Ghibli', 'Dentsu', 'Toho Company', 'Walt Disney Studios', 'GKids', 'Nippon Television Network Corporation']","['Mystery', 'Psychological']", Movie,2014,8.41
254,Major: Message,1,['SynergySP'],"['Comedy', 'Drama', 'Sports']", OVA,2010,8.4
255,Nagi no Asukara,26,"['Geneon Universal Entertainment', 'P.A. Works', 'Rondo Robe', 'NIS America, Inc.']","['Drama', 'Fantasy', 'Romance']", TV,2013,8.4
256,Planetes,26,"['Sunrise', 'Bandai Visual', 'NHK', 'Bandai Entertainment']","['Drama', 'Romance', 'Sci-Fi', 'Space']", TV,2003,8.4
257,Clannad,23,"['Kyoto Animation', 'Pony Canyon', 'TBS', 'Movic', 'Sentai Filmworks', 'Animation Do']","['Comedy', 'Drama', 'Romance', 'School', 'Slice of Life', 'Supernatural']", TV,2007,8.39
258,InuYasha: Kanketsu-hen,26,"['Sunrise', 'Aniplex', 'Viz Media', 'YTV']","['Action', 'Adventure', 'Comedy', 'Demons', 'Fantasy', 'Magic', 'Romance', 'Shounen', 'Supernatural']", TV,2009,8.39
259,Kami nomi zo Shiru Sekai: Megami-hen,12,"['TV Tokyo', 'Manglobe', 'Sentai Filmworks']","['Comedy', 'Harem', 'Romance', 'Shounen', 'Supernatural']", TV,2013,8.39
260,Love Live! The School Idol Movie,1,"['Sunrise', 'Lantis']","['Music', 'School', 'Slice of Life']", Movie,2015,8.39
261,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,1,"['Seven Arcs', 'Good Smile Company']","['Action', 'Comedy', 'Drama', 'Magic', 'Super Power']", Movie,2012,8.39
262,Major S4,26,"['NHK', 'SynergySP']","['Comedy', 'Drama', 'Shounen', 'Sports']", TV,2008,8.39
263,Free!: Eternal Summer Special,1,"['Kyoto Animation', 'FUNimation Entertainment']","['Comedy', 'School', 'Slice of Life']", Special,2015,8.38
264,Ashita no Joe 2,47,"['Tokyo Movie Shinsha', 'Annapuru']","['Drama', 'Sports']", TV,1980,8.37
265,SKET Dance,77,"['TV Tokyo', 'Avex Entertainment', 'Dentsu', 'Tatsunoko Productions']","['Comedy', 'School', 'Shounen']", TV,2011,8.38
266,Bakuman.,25,"['J.C.Staff', 'NHK', 'Media Blasters', 'NHK Enterprises', 'NYAV Post']","['Comedy', 'Romance', 'Shounen']", TV,2010,8.37
267,Tenkuu no Shiro Laputa,1,"['Studio Ghibli', 'Tokuma Shoten', 'Walt Disney Studios', 'GKids']","['Adventure', 'Fantasy', 'Romance', 'Sci-Fi']", Movie,1986,8.38
268,Ookami to Koushinryou,13,"['Imagin', 'FUNimation Entertainment', 'Victor Entertainment', 'Pony Canyon', 'Movic', 'Kadokawa Pictures USA', 'Kadokawa Pictures Japan']","['Adventure', 'Fantasy', 'Historical', 'Romance']", TV,2008,8.39
269,Sekaiichi Hatsukoi 2,12,"['Studio Deen', 'Right Stuf']","['Comedy', 'Drama', 'Romance', 'Shounen Ai']", TV,2011,8.38
